-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841
13.5886 77.9013 | -1.10434 -0.621321 | 3609.97 -117.712
14.0634 77.7686 | -0.446452 1.23374 | 3484.56 3059.5
14.5487 77.6665 | 0.980249 1.09157 | 3625.27 -4077.24
15.042 77.5879 | 0.943771 0.801951 | 3299.39 -1084.16
15.5412 77.5387 | -1.70694 0.878443 | -7079.33 116.567
16.0376 77.5272 | -2.26414 1.89335 | -4513.04 4029.8
16.5292 77.5611 | -0.422893 1.7568 | 8327.84 -2644.11


48.4622 12.7572 | -3.03406 -4.5488 | -1142.56 -8935.04
48.724 13.174 | -3.0273 -5.65809 | -6905.78 5803.37
48.9417 13.6173 | -3.00975 -3.45538 | 4976.97 2729.6
49.1343 14.0754 | -1.44878 -1.5027 | 4394.58 -5957.41
49.3093 14.5378 | 1.68642 -1.69622 | -3124.48 -2380.54
49.4539 15.0078 | -0.455769 -1.81252 | 1895.59 1.19808
49.5665 15.4864 | -1.58963 -1.55667 | 1398.05 255.249
49.6401 15.9734 | -0.832613 0.860011 | -5568.37 6442.18
49.6657 16.4691 | -3.89646 1.82606 | 553.149 -3690.01
49.6613 16.9639 | -4.91048 1.72465 | 7614.75 1023.9
49.6445 17.4594 | -2.86025 2.55241 | -7464.17 3524.23
49.6029 17.9566 | -2.28862 3.07855 | -811.211 2708.47
49.5541 18.4559 | -2.15859 2.25569 | 3828.83 4017.17
49.5184 18.959 | -1.10349 1.94585 | 4462.78 -1885.75
49.5002 19.4622 | -2.06646 3.63358 | -2663.59 380.899
49.4873 19.966 | -2.26228 4.36232 | -109.167 1257.85
49.4782 20.4698 | -2.46592 1.83094 | 1045.33 -6756.89
49.472 20.9686 | -2.80289 0.064741 | -1609.73 -3693.31
49.4638 21.4633 | -2.23202 0.634547 | -6228.11 -4101.25
49.4549 21.9545 | 0.542085 1.51686 | 2223.87 -1799.74
49.4718 22.4438 | 2.59319 1.60358 | 2249.94 3108.1
49.5299 22.9316 | 1.21717 0.43674 | -1391.87 -1468.01
49.632 23.4116 | 0.52514 -0.029851 | -3819.25 4560.99
49.7824 23.881 | 1.45236 -1.16409 | 5596.78 442.73
49.9983 24.3263 | 0.337469 -0.739164 | 1295.67 -913.182
50.2721 24.7392 | 0.0681029 1.08647 | -4333.77 4591.76
50.5892 25.1201 | 1.27928 0.968285 | -3902.23 -6037.83
50.9494 25.453 | 2.60597 -0.667412 | 60.6736 -2348.55
51.3502 25.7346 | 0.646535 0.92054 | 5344.84 3037.45
51.7832 25.9742 | -1.78533 0.310022 | 2115.95 5657.52
52.2359 26.1844 | -1.8095 0.548774 | 907.97 -248.482
52.7024 26.3648 | -0.683502 2.82179 | -361.436 -406.051
53.178 26.5197 | -0.624149 0.0110448 | 351.559 427.163
53.6594 26.6554 | -1.26781 -4.59317 | -2293.36 713.126
54.1428 26.7774 | -2.04146 -3.12111 | -1982.66 -155.415
54.6273 26.8875 | 0.365884 -1.81422 | -681.045 4269.66
55.1138 26.9868 | 1.34408 -0.947775 | -2606.04 -1984.59
55.603 27.0597 | 0.00275069 -1.72707 | 4937.05 -6091.97
56.0985 27.0983 | -0.447736 -1.07716 | -347.384 564.683
56.5943 27.1215 | -0.795522 0.815401 | -9438 3927.77
57.0836 27.1468 | -1.82214 0.1533 | 59.4653 -279.819
57.5725 27.1743 | -2.39407 0.280218 | 4464.12 -2470.34
58.0647 27.2051 | -2.21508 1.4584 | 6525.36 -2062.33
58.5609 27.2507 | -0.435085 1.15455 | 1423.22 4482.71
59.0546 27.3319 | 0.470212 1.35631 | -1052.3 319.574
59.541 27.4519 | -0.388392 3.40013 | 6314.13 2922.5
60.0208 27.6126 | -0.135854 4.99875 | 1934.07 -2334.86
60.488 27.8107 | -0.161562 4.59367 | -951.904 1608.48
60.9333 28.0547 | -0.27932 3.5492 | 2539.37 1839.87
61.3497 28.3488 | 0.141723 1.7822 | -883.588 1662.78
61.7238 28.6955 | 0.352304 2.04688 | -3517.78 3448.23
62.0432 29.093 | 0.696357 3.20441 | 729.018 -3034.82
62.3057 29.5281 | -1.72723 3.339 | -3469.37 -522.002
62.4997 29.9952 | -2.05891 1.2018 | -5292.73 -1517.91
62.6212 30.4833 | -0.402683 0.221461 | 1917.67 -6912.05
62.6829 30.978 | -0.426645 -0.192671 | -1560.56 -406.774
62.6883 31.4762 | -2.27452 -0.45293 | 854.808 6302.99
62.6479 31.9773 | -1.71927 0.333 | 4274.96 1456.22
62.5692 32.4744 | -0.620853 2.2968 | -4375.24 -7037.59
62.4425 32.9568 | -0.763158 2.52418 | 3844.83 -2727.47
62.28 33.4255 | -2.3546 0.0870409 | -767.622 3857.08
62.0819 33.883 | -1.78693 -0.370549 | -3960.88 1274.72
61.8491 34.3269 | -0.814583 0.319352 | 1407.92 2539.22
61.5934 34.7602 | -1.48933 -0.252121 | 10.1118 2576.65
61.3172 35.1833 | -0.0201636 0.55265 | -6728.12 -560.919
61.0171 35.5938 | 0.215977 1.551 | -530.08 4504.89
60.7081 36.0017 | -2.01643 0.538915 | 2478.03 372.053
60.3993 36.4091 | -1.03299 -0.369828 | -1726.11 -4105.16
60.0905 36.8151 | 1.37436 -1.47581 | 349.04 4974.78
59.7912 37.2313 | 1.49653 -1.86944 | 4872.64 4366.77
59.5049 37.6581 | 0.0401311 -1.87519 | -9605.78 -2448.8
59.2129 38.0838 | 1.0974 -0.438317 | -607.088 -666.052
58.929 38.5145 | 1.7533 0.810151 | 6516.57 -3168.96
58.6713 38.9559 | -0.071744 0.0242033 | 1502.37 -2217.83
58.4446 39.4105 | -0.363394 0.228497 | 2752.15 -1802.09
58.2556 39.8792 | -0.437504 -0.0825519 | -808.714 -2133.9
58.1059 40.3599 | -0.0881781 0.709712 | 1543.88 -127.184
58.0037 40.8518 | -2.16472 2.27729 | 4124.94 -2969.56
57.9525 41.3494 | -3.4737 2.5639 | -4102.48 1735.49
57.9404 41.8516 | 0.29733 0.228349 | 3123.77 8078.28
57.9712 42.3589 | -1.33851 -1.55607 | 1810.88 433.17
58.0377 42.8638 | -1.35359 -0.764329 | -3955.8 -3928.39
58.1269 43.362 | 0.762566 -0.233291 | 880.378 -2422.47
58.2406 43.8534 | 1.87373 -1.08576 | 1300.76 2119.24
58.3764 44.3408 | 0.953751 -1.28681 | -1966.53 2316.12
58.5289 44.8247 | -0.190263 -0.887011 | -948.741 975.294
58.7026 45.3018 | -1.98029 -1.15818 | 5414.07 -2428.93
58.9071 45.7663 | -4.93198 -1.29286 | 148.965 -1148.55
59.1315 46.2202 | -5.70645 -1.76404 | -5759.97 -2071.02
59.3636 46.6667 | -4.31537 -2.14673 | 6127.73 -3475.06
59.609 47.1061 | -2.95245 -1.04591 | 1618.79 6567.11
59.8492 47.553 | 0.549137 -1.26716 | -6555.19 1831.02
60.0668 48.0099 | 1.13674 -1.26762 | -1867.78 -8817.91
60.2671 48.4675 | -0.194933 -0.578957 | -1342.25 -3822.83
60.4519 48.9277 | 2.13037 -1.11805 | 3420.8 1618.74
60.6232 49.3946 | 1.80509 -0.738018 | 401.451 889.197
60.7715 49.8703 | -0.362804 -0.108339 | -1842.28 780.982
60.8877 50.3556 | -2.23999 -0.180063 | -234.534 2960.14
60.9711 50.8501 | -4.04892 -0.348486 | 1993.28 1850.98
61.0244 51.3505 | -0.126416 -0.49117 | -2125.69 -4969.74


-51.6014 78.0502 | -3.37484 0.105811 | 3188.63 3207.61
-51.1911 78.3436 | -2.65441 -0.557117 | 678.562 -291.252
-50.7591 78.6035 | -3.65107 0.25105 | -2888.74 -3708.04
-50.3092 78.8247 | -2.00892 0.446404 | 693.393 -77.4153
-49.8433 79.0114 | -0.221368 -0.599621 | 3693.6 1573.92
-49.3632 79.169 | -1.99302 0.272494 | 4746.97 181.512
-48.8718 79.3015 | -3.01833 0.61296 | -1706.25 3589.37
-48.3761 79.4156 | -1.53068 -1.01769 | -2424.37 -4281.17
-47.8777 79.5032 | 0.716222 -0.53256 | -165.284 -3316.42
-47.3778 79.5707 | 0.367513 1.46771 | -6437.9 4877.8
-46.8821 79.6362 | -2.00802 3.23287 | -2844.54 1278.06
-46.3877 79.6967 | -2.14012 4.26958 | 5294.9 -4101.47
-45.8887 79.7431 | -0.351862 4.52145 | 705.33 4563.57
-45.3886 79.7839 | 0.250047 2.10622 | -4485.85 -2773.77
-44.8911 79.8102 | -1.23032 1.08424 | -2780.89 -4182.84
-44.3958 79.8235 | -2.08763 0.371792 | -1412.54 2480.53
-43.9025 79.8418 | -1.19117 -1.65702 | -2393.19 1305.9
-43.412 79.8726 | -0.78 -0.54293 | -2999.12 2671.47
-42.925 79.9171 | -1.26422 1.1158 | -174.775 -2989.84
-42.439 79.9636 | -0.476041 0.151776 | -821.536 -897.931
-41.9545 80.0117 | 0.926663 -0.0826977 | -4366.23 507.196
-41.4734 80.0637 | 1.17329 1.11279 | 666.676 -4030.83
-40.9916 80.1178 | 2.23483 0.9687 | 8591.21 3724.01
-40.5045 80.1885 | 4.39425 -2.03564 | 8734.8 -4663.65
-40.0131 80.2778 | 4.51195 -4.04617 | 3964.75 5148.66
-39.5267 80.4093 | 1.88996 -3.96848 | -949.62 3767.4
-39.0551 80.5891 | 0.889173 -4.68222 | 922.97 -4638.41
-38.6014 80.8094 | 1.77901 -4.05055 | -981.058 7319.84
-38.1747 81.0808 | 0.929463 -2.23897 | -2808.49 -1309.99
-37.7762 81.3879 | -0.842893 -1.49089 | -1642.01 -9007.37
-37.4028 81.716 | -0.98124 -1.90371 | -7500.32 -573.707
-37.0623 82.0706 | -1.6146 -1.35064 | -5039.8 -1324.39
-36.7467 82.4424 | -3.19418 -0.0975513 | 4532.19 -5577.49
-36.4346 82.816 | -2.58466 -0.554227 | 3220.06 4677.5
-36.1235 83.1967 | -2.49766 -0.854872 | 6835.32 5654.76
-35.8112 83.5854 | -2.87746 -2.16223 | 3219.33 -22.7241
-35.5049 83.9813 | -2.60251 -3.14956 | -8488.43 -517.442
-35.22 84.3883 | 0.093243 -1.94653 | 2764.15 -4817.17
-34.9462 84.7997 | 2.38322 -1.64707 | -67.7039 -2187.18
-34.6891 85.2202 | -1.69405 -0.259243 | -5408.77 5672.16
-34.4565 85.6573 | -3.81985 0.621257 | 4322.25 6907.81
-34.2284 86.1035 | -4.19734 0.583892 | 3086.44 -1304.56
-33.9904 86.5457 | -4.91523 1.84365 | 1636.41 -2950.43
-33.7386 86.9792 | -3.60152 1.52086 | 398.8 212.723
-33.4777 87.4073 | -2.91385 0.41584 | -5855.35 4676.01
-33.2134 87.8336 | -2.17973 1.74128 | -2703.23 -1390.47
-32.9286 88.2427 | -2.19047 4.09399 | 1923.46 -10400.7
-32.6037 88.6136 | -0.422632 2.77954 | -732.374 602.998
-32.2433 88.9495 | -0.654592 0.965193 | -30.9635 2668.69
-31.8528 89.2526 | -2.80051 1.60861 | 2327.69 1857.35
-31.4339 89.5211 | -2.18817 1.15724 | 5611.11 2893.47
-30.9889 89.7542 | -2.98265 0.188363 | 446.215 -1705.58
-30.5265 89.9507 | -4.46293 -0.661772 | -5164.38 773.714
-30.0564 90.1168 | -2.32648 -3.7626 | -6015.81 2885.78
-29.5812 90.2517 | -1.69156 -3.17188 | -5256.57 1745.63
-29.0995 90.3382 | -1.82663 1.90807 | 2342.76 -4949.78
-28.6099 90.3518 | -0.928805 3.01169 | 1943.47 -1038.61
-28.1212 90.2947 | -0.354981 0.482527 | 3922.04 -1555.47
-27.639 90.1793 | 0.517482 -0.771274 | -330.446 -1328.95
-27.1668 90.0255 | 0.576789 0.0316945 | -1239.51 4990.8
-26.7 89.8587 | -0.134429 3.11538 | 7403.02 -13.0702
-26.2304 89.6855 | -0.7185 4.75901 | 1415.84 -888.3
-25.7611 89.5067 | -0.845794 3.0714 | -2179.64 500.984
-25.2946 89.3244 | -0.610496 2.30585 | -759.415 1544.31
-24.8298 89.1411 | -1.38839 1.361 | -956.469 -240.397
-24.3669 88.9551 | -1.52086 0.217852 | -775.994 -1973.56
-23.9053 88.7667 | -2.22025 -0.0137075 | -1053.65 4319.83
-23.4423 88.5849 | -3.45531 -2.04625 | 4631.79 -2610.52
-22.9755 88.4027 | -1.8708 -1.80368 | 2943.12 -4311.56
-22.5067 88.2182 | 0.251508 1.0348 | -7445.57 4928.48
-22.0402 88.0424 | -0.0792847 1.12139 | 2363.49 1827.82
-21.57 87.8739 | -0.75186 0.251407 | 5215.86 -7061.99
-21.0957 87.7028 | -0.832645 -1.05016 | -2860.85 -2366.44
-20.6195 87.5401 | -0.921249 -2.23224 | -3809.92 4868.67
-20.1379 87.4078 | -1.19602 -1.16719 | -765.483 2573.67
-19.6486 87.3128 | -1.84948 -1.6078 | 5154.42 -2983.75
-19.1507 87.2527 | -2.55682 -2.11251 | -3687.25 -2922.06
-18.652 87.2338 | -3.0392 -0.286051 | -4116.39 -1005.75
-18.1574 87.2739 | -2.52155 -1.49109 | 7519.82 9200.78
-17.6698 87.3928 | -2.07382 -2.31932 | 586.596 5390.8
-17.1996 87.575 | -2.9674 -1.70907 | -3160.26 -9521.1
-16.7474 87.7869 | -2.5487 -3.57084 | -7725.61 -3988.25
-16.3165 88.0252 | -1.90216 -4.6964 | -2162.25 -864.683
-15.9027 88.2889 | -1.8462 -4.188 | 6760.63 5315.68
-15.4977 88.5755 | -2.58599 -1.73084 | -2123.5 3157.73
-15.1002 88.8728 | -0.905536 -0.835934 | -2286.35 -3895.14
-14.6974 89.1564 | 0.193909 0.149399 | -232.101 -7060.96
-14.2788 89.4093 | -1.21114 1.44685 | 773.961 -3198.59
-13.846 89.6371 | -2.48196 0.0104909 | 2392.74 7225.11
-13.4061 89.8596 | -2.48076 -1.29777 | -2720.05 1027.93
-12.9631 90.0745 | 0.0610015 -1.89576 | 646.818 -2857.56
-12.513 90.2745 | 0.419733 -1.53837 | 3988.97 4119.44
-12.0544 90.4648 | -2.30967 -0.68637 | 2618.42 -2189.37
-11.5876 90.6405 | -2.05406 -0.539492 | 4291.26 -493.129
-11.1155 90.8094 | -1.14977 2.07866 | -5797.73 8975.99
-10.6478 90.9851 | -1.1412 2.06851 | -3651.66 -4840.82
-10.1779 91.1434 | -1.82359 -1.34466 | 689.468 -678.365
-9.70008 91.2748 | -1.78944 -3.57047 | -732.73 2325.26
-9.21425 91.3726 | -0.512931 -4.07099 | 4109.57 -6467.33
-8.71904 91.4226 | -0.617552 -3.94773 | 1199.68 4628.96


-60.5079 78.9827 | -0.67673 3.97287 | 12518 871.623
-60.0377 78.7925 | 0.0161157 7.41944 | -28746.7 -9616.73
-59.5829 78.6053 | -1.31411 -8.54851 | 8792.05 17099.4
-59.1093 78.472 | 3.93228 -1.74671 | 5917.79 -16852.6
-58.6203 78.3727 | -2.16624 -8.31787 | 10355.2 24017.3
-58.1176 78.3465 | 2.20171 -2.55791 | -17424.4 -28824.7
-57.6263 78.3332 | -1.05887 -3.81855 | -21038.8 21721
-57.1496 78.3873 | -6.62423 -1.22089 | 36800.4 -7818.36
-56.6532 78.4682 | 3.47273 -1.51572 | 5725.93 -3139.83
-56.156 78.5781 | 1.08424 -3.75158 | -12028.4 14093.5
-55.677 78.7351 | 1.04209 1.28277 | 5748.45 -24619.2
-55.2048 78.8967 | -2.60506 2.63517 | -31716.8 18613.4
-54.7715 79.1108 | 2.37602 0.0714282 | 5568.68 -20285.5
-54.3368 79.3229 | -3.0534 -0.898188 | 51444.1 23528.4
-53.8802 79.5643 | 2.90094 -4.82728 | -53758.5 -18233.4
-53.4715 79.8279 | 4.011 -3.09907 | 22058.9 6329.02
-53.0694 80.1169 | 2.25181 -2.78755 | -5610.57 -8129.48
-52.6896 80.4293 | -3.54044 1.74397 | 3266.12 18087.2
-52.336 80.7848 | 4.14727 -7.17382 | 21073.2 -12860.9
-51.9947 81.1562 | -1.46324 -4.36071 | -42139.2 12138.8
-51.728 81.5755 | -4.84862 -3.64001 | 31561.4 8322.5
-51.4471 82.0041 | 0.941086 -6.41008 | 390.564 -3366.59
-51.1543 82.4235 | 0.00898485 -6.30947 | -905.549 -14848.6
-50.854 82.8248 | -5.24446 1.012 | -18068.5 -5341.4
-50.5714 83.2239 | -2.39701 -0.817416 | -149.51 -1584.89
-50.287 83.6196 | -5.23912 -1.20498 | 11702.7 6080.83
-49.9855 84.0107 | -3.22255 -6.06489 | -11961.3 -9508.74
-49.6845 84.3931 | 3.59521 -9.44337 | 8775.81 16579.4
-49.3711 84.7793 | 2.91072 -4.12689 | -4708.34 -5029.62
-49.0418 85.1486 | 2.00812 -0.00700639 | 14266.9 -6313.52
-48.6831 85.4924 | -0.884448 -0.253287 | -23164.9 8193.15
-48.3336 85.8358 | -1.1955 -5.55777 | 5553.95 -3086.73
-47.9583 86.1527 | -5.52479 1.42889 | 19146.6 -4350.23
-47.5468 86.4312 | -2.00177 -1.94304 | -37944.8 587.305
-47.1471 86.6959 | 5.30636 4.07625 | 29077.5 -8224.91
-46.7142 86.931 | -0.961059 0.713681 | 4526.22 42804.4
-46.2738 87.1841 | -4.87774 5.52478 | -11889.5 -43910.1
-45.8199 87.3632 | -1.68879 1.74775 | -29230.5 12603.8
-45.375 87.52 | 2.4282 -4.03341 | 23622.6 -1850.51
-44.9034 87.6352 | 4.06179 -6.17098 | 10234.1 5150.2
-44.4143 87.7196 | -1.16283 3.37558 | 3647.62 1492.53
-43.9155 87.7761 | -5.38243 3.345 | 12769 7698.64
-43.4059 87.8058 | -2.94773 1.92135 | -14645.6 -30202.9
-42.9024 87.782 | 3.00655 2.05605 | 20597.2 40874.8
-42.3867 87.7959 | 1.68471 -2.43326 | -12013.3 -29252.8
-41.8747 87.7777 | -1.32155 3.71941 | 26054 18583.4
-41.3492 87.7716 | 0.575331 8.60095 | -30974 -11496.5
-40.8441 87.7484 | 5.65849 1.94575 | -12574.5 5870.76
-40.3489 87.7251 | 1.91335 -1.37193 | 18113.3 -2949.02
-39.8425 87.6968 | -4.16641 -4.71302 | 6598.71 -9006.79
-39.3302 87.6682 | -2.30157 -0.811685 | -1444.7 12828.6
-38.8208 87.6785 | 4.97606 1.96632 | -32345.6 -922.539
-38.3334 87.7178 | -1.16871 -3.0874 | 15768 6959.09
-37.8387 87.7758 | -3.48125 1.17905 | 17426.3 -23510.9
-37.3325 87.8182 | 0.233784 -0.975644 | -19750.2 13507.3
-36.842 87.9066 | -8.52373 8.51741 | 8717.22 8351.08
-36.3572 88.0435 | -2.46927 -1.02327 | 1733.45 -9636.46
-35.8816 88.2033 | 3.60174 3.94823 | -20613.7 1162.81
-35.4314 88.3951 | 1.35398 1.9795 | 7996.93 -4782.09
-34.9867 88.6042 | 0.193903 -3.42606 | 6105.27 -3357.59
-34.5498 88.8385 | -1.92838 1.93452 | 9286.89 10968.7
-34.1343 89.1238 | -0.657049 -2.58129 | -26828.4 12775.3
-33.7637 89.4566 | -2.19546 2.01817 | 29219.7 -19879.6
-33.368 89.771 | -3.42224 -3.27681 | 9643.75 15614.7
-32.9693 90.1017 | -3.02628 -0.395211 | -15870.5 3233.9
-32.5914 90.4504 | -0.0731688 0.0301598 | 11870.5 715.73
-32.2073 90.7979 | -2.1757 -2.92931 | -5063.89 -6830.68
-31.8242 91.1323 | -3.33597 -0.198914 | -25215.6 -39615.5
-31.4558 91.4417 | 1.70185 -1.61494 | 20723.8 37701.1
-31.1009 91.8012 | -1.08234 1.28026 | -1196.28 23656.7
-30.7705 92.1979 | 0.639968 1.97259 | -637.152 -54741.5
-30.4409 92.5603 | 4.40048 4.91625 | -19676.3 17002.9
-30.1549 92.9554 | -2.61195 0.381687 | 10280.3 18961.4
-29.8776 93.3735 | -0.399763 -1.5026 | 1738.35 -13934.5
-29.5831 93.774 | -2.44937 -1.56008 | 10381.6 -1994.46
-29.2632 94.1571 | -4.17205 -3.63135 | -23662.1 4999.4
-28.947 94.5375 | 1.26017 1.90179 | 35877.6 2558.18
-28.5806 94.8954 | 1.52471 0.683612 | -11476.8 20559.3
-28.2055 95.2504 | -1.95698 -0.953518 | -1715.75 -31922.4
-27.8061 95.5524 | 0.0988874 0.658104 | -29314.4 11548
-27.4071 95.8361 | 2.25733 -7.44163 | 42687.4 -12318.6
-26.9528 96.0623 | 1.1825 0.40529 | -16206 17164
-26.497 96.2788 | -7.37377 8.29756 | -8279.05 -17812.6
-26.038 96.4628 | -0.863172 -2.78575 | -6588.69 24139.1
-25.5771 96.6473 | 0.164601 3.18102 | 28064.8 -22834.5
-25.0843 96.77 | 0.457472 -3.88427 | -27067.4 15372.2
-24.5999 96.8738 | 8.15451 -3.5452 | 12557 -17879.2
-24.1037 96.9306 | 2.06011 -2.01977 | -4137.17 27386.1
-23.6081 96.9873 | -1.28444 -4.02426 | -6845.8 -31450.8
-23.1128 96.9821 | -0.638327 1.96013 | 21190.6 25507.1
-22.6038 96.9793 | -2.54223 1.00942 | 1769.58 -8335.73
-22.0953 96.9414 | 2.18414 0.787958 | -26469.5 1492.56
-21.6073 96.8634 | 4.05872 -4.32655 | 21873.8 -11776.5
-21.1163 96.7413 | -4.95982 -2.27119 | -13443.7 16816.1
-20.6387 96.6084 | 0.255283 6.09535 | -8836.54 -14066.1
-20.1753 96.4418 | 4.47225 -6.4218 | 11083.6 13057.9
-19.7038 96.2801 | 5.50174 5.03433 | 15161.3 -23132.8
-19.222 96.1009 | 3.16444 -2.66713 | 11365.9 24921.6
-18.7307 95.9536 | 6.83355 1.86419 | -54947.6 -6974.62
-18.2795 95.7919 | -4.90413 2.07629 | 29895.6 -1887.82


-61.3002 73.5935 | -3.07227 -4.74104 | -3597.55 -1595.79
-60.8923 73.8749 | 1.64568 -0.131785 | -9557.16 6000.41
-60.473 74.135 | -4.56585 2.37135 | 19975.6 -3069.73
-60.0126 74.3373 | -3.20878 0.501156 | -4933.88 -3209.84
-59.5324 74.4752 | -0.700002 -2.87101 | -9706.83 -10228.6
-59.0461 74.5521 | -2.39814 2.55082 | 1508.3 6948.8
-58.5553 74.6091 | -3.84693 -0.560906 | 8817.07 17790
-58.0575 74.6618 | -0.686171 -1.8553 | -6403.75 -18733.6
-57.5619 74.6585 | 3.01405 3.21383 | -12213.9 15288.9
-57.0743 74.6237 | 2.47653 4.42375 | 24261.1 -19190.9
-56.5793 74.5236 | -2.41016 4.98344 | -6416.9 9417.33
-56.0939 74.3945 | -2.73068 0.829133 | 1591.76 4868.77
-55.6176 74.2379 | -4.5034 -0.961257 | -5069.2 -7417.55
-55.1609 74.0379 | -3.45563 2.47751 | -8340.49 1666.49
-54.7233 73.813 | 1.04133 -0.196958 | -2340.5 13353.3
-54.2917 73.5866 | -0.0543313 1.76716 | 7183.22 -19340.5
-53.86 73.3373 | -2.46716 2.66897 | 18744.4 4784.65
-53.4102 73.0995 | 0.302612 1.19593 | -5344.26 6702.7
-52.9615 72.8695 | 0.979383 4.24501 | -14230.4 1043.43
-52.5292 72.6278 | -3.69401 -1.09179 | 1916.94 -8167.43
-52.1037 72.3674 | -1.87087 -3.34567 | 15791.8 8327.06
-51.6701 72.1069 | -0.799097 -0.295456 | -10584.7 -18155.4
-51.2527 71.8175 | 2.1537 -3.75375 | 6245.24 4098.1
-50.8271 71.5368 | -0.581323 -1.4072 | -1867.08 2988.92
-50.3873 71.2826 | -2.2635 6.32802 | 9350.81 9675.64
-49.9266 71.0671 | -1.62918 0.367342 | -14785.7 1801.43
-49.472 70.8642 | -1.69183 0.21665 | -14709.5 -5779.51
-49.0293 70.6574 | -1.93201 0.922672 | 1626.85 3148.12
-48.5791 70.4694 | 3.50341 -2.65106 | 5889.74 1213.92
-48.1139 70.3104 | 3.14298 -0.589494 | 813.477 -8781.36
-47.6371 70.1779 | -2.67963 9.34006 | 4996.75 12537.9
-47.146 70.0991 | -1.81778 -0.840263 | 3007.24 -15172.5
-46.6479 70.0465 | 2.64737 -4.65148 | -3000.02 11182.7
-46.1491 70.0501 | 4.28604 -1.79278 | -1160.19 1337.6
-45.6533 70.0945 | 3.37059 -0.798883 | -1267.03 -16353.3
-45.161 70.1571 | 1.39955 -5.19842 | 8061.07 11588.3
-44.6744 70.2796 | 2.3643 -2.16857 | -6136.22 1256.3
-44.2099 70.4589 | -0.641164 -0.505293 | -12705 -4905.37
-43.7713 70.6808 | 2.84982 -2.0224 | 29368.4 3968.9
-43.3331 70.9394 | -0.286188 3.42462 | -7498.48 12144.2
-42.926 71.246 | 0.312909 1.41397 | -8320.91 -26475.4
-42.5491 71.5663 | 2.60301 0.271757 | -1748.94 12292.4
-42.2141 71.9349 | 1.20573 0.1574 | 1184.06 20688.9
-41.9153 72.3455 | 1.20038 1.18127 | -472.923 -34493.1
-41.6252 72.7416 | -2.81289 3.88435 | 328.428 3699.7
-41.3528 73.151 | -1.98913 0.849051 | -6912.96 20035.6
-41.1061 73.5884 | -1.67692 2.5278 | 22141.8 332.806
-40.8426 74.0233 | -3.39857 4.40035 | -24181.6 -17320.1
-40.5944 74.446 | -4.46511 1.24229 | 1125.83 -12196.8
-40.3352 74.8533 | -1.91197 0.564789 | 13595.2 15589.4
-40.0596 75.2662 | 1.60562 -0.457013 | -11927.7 16700.4
-39.7877 75.6893 | 7.28402 -5.82223 | 11035 -20101.7
-39.4783 76.0822 | 3.27804 -5.51147 | 3466.11 28856.8
-39.1417 76.4737 | -2.48479 -2.0127 | 16029.2 -11615.9
-38.7605 76.8253 | -1.09541 -3.59466 | -16437.5 -13227.8
-38.3713 77.1477 | -4.94206 -0.765117 | 660.842 10924.2
-37.9807 77.4704 | -2.77613 4.41328 | -16509.4 -1229
-37.5934 77.7836 | 3.10579 0.972116 | 11152.4 -9968.1
-37.1771 78.0592 | 4.41711 1.10455 | 37.8426 9673.16
-36.7423 78.3111 | -0.205598 1.81587 | -1540.51 -8758.99
-36.2886 78.5218 | -2.14194 -2.61992 | 6081.28 5983.62
-35.8181 78.7051 | -0.284852 1.73971 | -5112.12 3084.24
-35.3384 78.8586 | 1.24386 1.01851 | 6408.78 -3334.94
-34.843 78.9651 | -1.10995 3.65329 | -2974.83 -6597.78
-34.3398 79.0229 | 2.64799 1.51223 | 15735.8 6033.93
-33.8236 79.0542 | 2.95362 3.07624 | -1833.69 -733.041
-33.3079 79.0593 | 1.39258 3.74402 | -17793.7 6428.45
-32.8043 79.0398 | -0.430936 -1.15452 | 8650.61 -10108.7
-32.3006 78.9701 | 1.28959 -0.949567 | 3374.08 -5297.16
-31.8016 78.8612 | 2.0272 -0.863149 | -19569.8 3768.87
-31.3158 78.7411 | -4.43755 -2.80184 | 27912.4 5240.39
-30.8121 78.6314 | -1.36028 -1.06422 | -6349.83 -6725.9
-30.3119 78.5195 | 4.15658 -3.23475 | -22995.1 11331.7
-29.8236 78.4226 | 0.964359 -2.33798 | 24263.2 -16896.4
-29.3206 78.3249 | 0.362299 -1.08167 | -8013.07 21530.1
-28.8176 78.2672 | 1.30198 -0.632828 | -7616.09 -7493.59
-28.3208 78.2101 | -0.108116 -3.16904 | -5161.77 -15866.5
-27.829 78.1465 | 1.00307 -2.38429 | -7406.83 23982.4
-27.3393 78.1345 | 0.528486 1.74062 | 9883.63 -11199.6
-26.8443 78.1355 | 0.0387429 -3.91721 | -6288.83 -10410
-26.3538 78.1538 | 1.148 4.32497 | -8399.33 18921
-25.8724 78.2332 | 1.08142 -0.216054 | 21459.9 -10359.8
-25.3825 78.3355 | -2.88485 2.88178 | -2525.59 -4730.69
-24.9016 78.4718 | 0.658762 -3.1646 | -5036.68 15665.3
-24.4414 78.6693 | 4.99865 2.95608 | 6184.15 -2187.34
-23.9898 78.8937 | 2.53333 1.26303 | 4700.84 -8411.57
-23.5428 79.1262 | 1.32942 -2.07858 | -9494.4 -5897.09
-23.1164 79.3805 | 1.92106 0.772825 | -872.043 8083.95
