-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
2.98216 68.7647 | 2.09221 2.55334 | 1006.39 -1988.52
3.28827 68.3651 | 2.4315 3.09409 | 283.383 -2554.11
3.58172 67.9541 | 2.54205 2.27474 | -1600.66 1204.26
3.87237 67.5427 | 1.21591 0.0363802 | -167.959 3967.06
4.1731 67.1416 | -1.65955 -1.18025 | 2648.99 104.854
4.49181 66.7532 | -2.80178 0.0319213 | 1513.71 -2551.34
4.82821 66.3771 | -2.25633 3.56494 | -3809.58 3431.61


40.6361 7.84673 | -0.36497 -7.52807 | -4965.57 377.064
41.0947 7.66037 | 1.60977 -3.75335 | -406.618 3488.68
41.5641 7.50605 | 1.88504 -3.08628 | 460.506 -3293.49
42.0428 7.37895 | 1.76673 -1.2326 | 3309.12 1565.67
42.5306 7.28465 | 1.26279 -1.26128 | -3576.05 77.7419
43.0199 7.21913 | 0.447788 -0.681734 | -8804.03 -2968.44
43.5057 7.17762 | -0.45653 0.251205 | 86.2511 -774.846
43.9926 7.16776 | -0.60278 -0.119178 | 4941.22 -4963.98
44.4818 7.19707 | -0.696341 1.86707 | 1989.07 1694.59
44.9644 7.28865 | 0.209054 2.78106 | -3324.36 6506.53
45.4266 7.45269 | 0.920811 4.86 | 245.305 -4364.61
45.8681 7.66606 | 2.04394 2.66655 | 4862.47 -1706
46.2912 7.919 | 4.32504 -2.89599 | -385.418 2557.96
46.6902 8.21049 | 3.30017 -2.21459 | -1355.64 1358.05
47.0682 8.52997 | 3.19752 -1.8916 | 5369.13 -954.062
47.4383 8.86267 | 4.48202 -2.59061 | 3745.6 -543.11
47.802 9.20503 | 4.46002 -1.6992 | -1731.82 -245.387
48.1518 9.56017 | 5.23145 -0.535173 | -3450.32 -974.323
48.484 9.92873 | 3.97687 1.59542 | 104.888 -245.133
48.8034 10.3085 | 1.47322 2.00085 | 3546.96 2146.79
49.1153 10.6984 | 1.31135 0.71973 | 1883.61 3090.55
49.419 11.0985 | 1.91741 0.0729342 | -967.649 2149.59
49.714 11.5062 | 1.86919 0.0487347 | -2113.91 -1721.89
50.0055 11.9139 | 2.04246 -0.837857 | -2276.84 -3919.34
50.302 12.3142 | 1.83879 -0.928207 | 52.3984 2802.36
50.6132 12.7051 | -0.0012336 1.85509 | 5421.61 1891.52
50.952 13.0778 | -0.476327 2.47782 | 3248.56 -543.919
51.3182 13.4263 | 1.89088 -1.17991 | 439.23 459.967
51.7054 13.7527 | 1.51634 -0.930047 | -1345.96 860.565
52.1077 14.0585 | 1.17489 0.482921 | -4879.37 -2258.1
52.5222 14.3395 | 2.49086 0.0289548 | -3638.27 -6145.02
52.9501 14.59 | 3.46543 -0.95544 | -917.588 1110.22
53.3897 14.8185 | 3.38689 -1.55775 | 3162.55 6334.78
53.8421 15.0301 | 2.7668 -1.19452 | 3787.35 -2253.18
54.3093 15.2117 | 0.340956 1.71882 | -2869.43 -4488.96
54.7837 15.3632 | -0.487671 3.43968 | -6831.88 209.315
55.2576 15.4994 | 1.2307 1.61701 | 429.439 1236.28
55.7336 15.63 | 2.00343 1.35308 | 6776.61 710.725
56.2147 15.7607 | 1.97579 1.43208 | 1949.97 4398.23
56.696 15.8998 | 1.0579 1.03889 | -3124.22 -2677.69
57.1743 16.0416 | -0.490541 1.15515 | -339.759 -2547.25
57.6503 16.1892 | -0.617145 -1.49863 | 4394.6 4048.95
58.1238 16.3552 | -0.415891 -4.2534 | -816.523 -496.259
58.5892 16.5404 | -1.80659 -1.3775 | -6219.36 -935.513
59.0409 16.747 | -2.16046 -0.733945 | -1615.85 159.298
59.482 16.9737 | -0.793774 -1.29423 | 5458.76 -754.975
59.9187 17.2163 | 0.673719 0.626197 | 3891.22 4302.98
60.3481 17.4801 | 0.891568 0.470512 | -1731.2 2691.84
60.7665 17.7622 | -1.37914 0.732173 | 412.037 -4839.08
61.1786 18.0501 | -1.84293 1.26957 | -467.139 -2432.47
61.5818 18.3467 | -0.0766613 1.61299 | -4114.18 -1914.49
61.9685 18.6594 | 0.225374 2.83375 | -403.325 671.529
62.3363 18.9937 | 0.275767 2.26816 | 2816.61 451.695
62.6838 19.3507 | -0.0456902 1.98263 | -1533.44 -1247.86
63.0022 19.7318 | -0.563072 1.5238 | -1722.61 -2853.18
63.2854 20.1366 | -0.883496 -0.345335 | 439.55 -1067.29
63.5292 20.5659 | -0.736749 -1.74887 | -1285.71 5700.49
63.7287 21.0211 | 0.597751 -2.43893 | 2114.91 2151.77
63.8932 21.4927 | 0.703686 -2.5542 | 1772.63 -4253.09
64.0288 21.9716 | 0.32251 -2.00445 | 625.709 1876.58
64.1339 22.46 | 1.50632 -1.58218 | 1381.85 5754.25
64.2069 22.9591 | 0.936841 -1.53776 | -3300.61 4712.26
64.2437 23.466 | 0.541432 -1.8602 | 742.925 333.164
64.2547 23.9747 | 0.921755 -1.51743 | 3704.25 -3203.05
64.2463 24.4815 | 1.81107 -0.875414 | -3025.43 979.317
64.2097 24.9875 | 1.63752 -0.996934 | -1520.93 1503.93
64.1464 25.492 | -0.0263777 -1.81273 | 1851.22 -1176.04
64.0627 25.9927 | -1.94966 -2.68605 | -1772.61 -174.816
63.9566 26.4891 | -1.95399 -2.90252 | -2929.27 546.923
63.8322 26.982 | -0.690157 -2.55347 | 1549.47 -1019.81
63.7032 27.4728 | -1.2138 -2.65855 | -2716.53 -2009.21
63.5779 27.9639 | 0.920148 -1.92139 | -54.9638 2963.86
63.4762 28.4624 | 2.37477 -1.41797 | 5564.76 6182.52
63.4183 28.9713 | 0.793934 -1.20468 | 491.596 -3681.89
63.4032 29.4805 | -0.113703 -0.0588904 | 2513.8 -7109.18
63.4319 29.9839 | -1.83053 0.37034 | 1633.87 -1851.95
63.4966 30.4823 | -2.12832 -0.712866 | -6359.53 2488.81
63.5832 30.9783 | -2.15405 -0.600065 | -456.783 911.64
63.7036 31.4675 | -4.22738 0.912458 | 883.665 -1724.67
63.8715 31.9414 | -4.62108 1.68623 | 2215.91 1133.28
64.096 32.3924 | -3.41609 1.70334 | 3372.31 -366.274
64.3784 32.8106 | -2.38296 2.32244 | -1065.33 -2728.47
64.7085 33.1895 | -1.75449 2.7796 | -2799.71 -1477.76
65.0763 33.5279 | -0.939755 0.900604 | -3513.91 -1955.58
65.475 33.8237 | -1.94881 0.603437 | -1968.78 -875.003
65.9008 34.0757 | -3.59295 2.44557 | 1827.53 3388.38
66.3511 34.2846 | -2.49663 0.337438 | 160.744 -2662.12
66.8204 34.4434 | -0.672448 -2.36683 | -3461.05 -4349.31
67.2992 34.5572 | -0.406521 -1.09187 | -5266.5 3015
67.7795 34.6485 | -0.742721 -0.493762 | 1684.86 2905.11
68.2637 34.7274 | -1.55041 -0.182757 | 6234.66 -150.432
68.7546 34.7948 | -1.78436 1.57498 | 2580.18 -256.667
69.2491 34.856 | -0.778819 1.20068 | 1731.96 1660.56
69.7453 34.9194 | -0.253765 1.1613 | 1384.97 1360.64
70.242 34.988 | -0.556489 2.61168 | -1168.53 -805.833
70.7369 35.0603 | -1.13992 3.41998 | -4350.31 -111.876
71.2271 35.1371 | -1.69741 2.12447 | -5673.17 -3218.84
71.712 35.2172 | -1.53386 -2.37222 | -213.862 -1480.9
72.1943 35.3086 | -1.43124 -6.14167 | 4603.53 4523.23
72.675 35.4242 | -1.80128 -6.3521 | 4979.91 -672.553


-38.0448 89.4201 | 2.20802 0.125916 | -1072.39 -1075.18
-37.6415 89.7133 | 1.05958 0.424507 | 2439.91 -2425.68
-37.2232 89.9855 | 0.222509 0.63152 | -2996.7 4191.39
-36.7974 90.2456 | 1.54617 -0.674731 | -50.6011 -168.934
-36.3601 90.4863 | 2.59378 -1.09141 | 2904.98 -854.591
-35.9076 90.7013 | 2.27113 -0.00814492 | 1449.48 3773.7
-35.4418 90.8915 | 1.4832 -0.127601 | 246.928 -1301.61
-34.9633 91.0459 | 1.08877 -1.964 | -3941.73 -2110.27
-34.4766 91.1583 | 1.08534 -2.52862 | -1427.29 1901.06
-33.9828 91.2278 | 0.806957 -1.03339 | 3525.44 -2105.36
-33.4822 91.2461 | 0.191814 1.07978 | 2615.92 -2640.49
-32.9795 91.2148 | -0.115155 1.68608 | 2540.59 2257.49
-32.4784 91.1461 | 0.210696 -0.0326474 | -36.3087 -856.94
-31.9833 91.0418 | 0.799749 -2.31358 | -1816.84 -1182.78
-31.4972 90.906 | 0.644994 -3.46944 | -1687.6 846.785
-31.0199 90.7479 | -0.175837 -4.37878 | -4028.89 307.236
-30.5515 90.575 | -0.369768 -4.68633 | -2633.23 1942.12
-30.088 90.3984 | 0.0956617 -3.6607 | -2010.09 2926.09
-29.6261 90.2256 | 0.337145 -3.15639 | -3388.7 374.003
-29.1658 90.0568 | 0.86936 -2.1226 | -293.892 2634.12
-28.7046 89.8945 | 1.22963 -1.8841 | -1407.72 -1424.76
-28.244 89.732 | 1.13053 -1.81047 | 917.392 -2448.02
-27.7817 89.569 | 0.514414 -0.364924 | 4304.66 -2235.62
-27.3129 89.4127 | -0.40248 -0.618501 | 3661.83 -436.138
-26.8351 89.2737 | -0.285338 -1.48047 | 2167.23 -15.6749
-26.3483 89.1593 | 0.863196 0.37249 | 2207.79 -1673.78
-25.8529 89.0744 | 0.729795 0.965535 | 4386.29 859.587
-25.3491 89.0287 | 0.105303 -0.294952 | 1223.51 4534.29
-24.8422 89.0272 | 1.04443 -1.63604 | -3652.66 428.892
-24.3388 89.0581 | 2.75286 -3.56219 | -2796.66 -2541.88
-23.8397 89.1081 | 2.81667 -2.39165 | -1235.6 -794.307
-23.3435 89.1732 | 1.51495 0.286397 | 1200.41 -308.954
-22.8487 89.2518 | 0.659556 0.559871 | 778.419 510.56
-22.3561 89.3436 | 0.413321 -0.0847825 | -3366.46 -2041.48
-21.8684 89.4457 | 0.074485 0.151304 | -2626.92 -2101.92
-21.3864 89.5603 | -0.149747 0.869632 | -2391.59 -709.511
-20.9117 89.6944 | 0.471126 0.657532 | -293.941 610.629
-20.4451 89.8546 | 1.06446 0.424505 | 4068.89 -736.581
-19.9865 90.0428 | 1.43141 -0.392369 | -788.699 2764.46
-19.5429 90.2654 | 1.21894 0.0264591 | -1278.06 2912.37
-19.1144 90.5174 | 1.08302 0.0965128 | 3017.91 -1409.56
-18.6922 90.7827 | 0.838111 -0.421497 | 1831.83 -972.829
-18.2723 91.0543 | -0.0380087 -0.17434 | 671.023 4717.16
-17.8535 91.3322 | -0.557546 0.385634 | 2484.05 -98.4463
-17.428 91.6027 | 0.196523 -0.115815 | -180.575 -1056.69
-16.9924 91.856 | 0.161994 -0.793307 | 165.051 -2093.31
-16.5441 92.0847 | -1.39243 -1.28224 | 15.4539 -353.108
-16.0855 92.2919 | -3.61541 -0.205047 | -1153.34 1967.52
-15.6201 92.4815 | -3.79021 -1.17849 | -3032.42 -1011
-15.1488 92.6484 | -3.09578 -2.97051 | -1719.68 -2933.9
-14.6708 92.7881 | -3.04931 -3.05767 | 748.575 -1673.6
-14.187 92.9053 | -3.45961 -1.05379 | -673.834 2567.62
-13.7008 93.0124 | -3.81499 0.879087 | -146.024 5053
-13.212 93.1124 | -3.59523 0.784448 | 2743.33 -1971.36
-12.7166 93.1889 | -3.00557 -1.2159 | 4119.73 -908.594
-12.2141 93.2354 | -2.38553 -1.81906 | 2702.51 1770.34
-11.7075 93.2504 | -1.27113 0.551474 | -1642.17 -610.076
-11.2024 93.2254 | 0.0340138 2.70007 | -1444.83 59.0688
-10.7037 93.1536 | 0.631397 2.13622 | -3864.95 -1177.33
-10.2192 93.0282 | 0.182741 0.92605 | -4477.26 -1917.7
-9.7543 92.85 | -0.685 -0.717997 | 2091.51 682.012
-9.30579 92.6314 | -0.597329 -1.32251 | 3008.51 1125.1
-8.87269 92.381 | -0.883228 -1.70116 | -1779.13 159.127
-8.46022 92.1008 | -1.61098 -1.22153 | -4498.98 2726.85
-8.07107 91.7965 | -1.15704 -0.311609 | -4047.57 4753.64
-7.70316 91.4744 | 0.449344 -0.238282 | 523.944 1858.21
-7.35198 91.1362 | 1.36185 -0.782247 | 979.241 217.279
-7.01732 90.7812 | 0.846208 -0.74666 | 1851.59 -662.439
-6.69999 90.4086 | 1.50133 0.771351 | 487.781 -3672.63
-6.40193 90.017 | 2.40738 1.53661 | 399.459 -1938.15
-6.11825 89.6124 | 1.80487 0.659429 | 1981.3 -1236.75
-5.83954 89.2022 | 0.747494 -0.618866 | -56.856 386.328
-5.55986 88.7927 | 1.09073 -0.571813 | -293.206 1642.11
-5.27336 88.389 | 2.32754 -0.00478193 | 2306.43 93.6583
-4.9755 87.9923 | 2.3291 -0.436869 | 817.179 -2733.92
-4.66896 87.5995 | 0.79525 -0.955464 | -1285.04 -3146.08
-4.35477 87.2115 | -1.58157 -1.35061 | -2756.1 1434.61
-4.02702 86.8382 | -3.34494 -1.70272 | -1670.59 5642.68
-3.67704 86.4919 | -2.64334 -0.796048 | -700.689 2766.43
-3.30399 86.1746 | -2.55551 -1.13555 | -4252.3 -1029.31
-2.91399 85.8818 | -3.71127 -1.80948 | -436.22 -2360.22
-2.50428 85.6153 | -3.88226 -1.24908 | 5753.28 -1514.95
-2.0697 85.382 | -3.45772 -0.510768 | 5650.37 3160.76
-1.61496 85.1827 | -2.81755 0.0988159 | -2594.68 -3584.22
-1.15513 84.9965 | -1.89661 -0.414023 | -4035.85 -4780.53
-0.694505 84.8153 | -1.20468 -0.918855 | 1716.29 -373.64
-0.226095 84.6514 | -0.346268 -0.94762 | 2335.56 605.209
0.25297 84.5164 | 0.823668 1.41633 | 242.091 3841.87
0.740381 84.4165 | 0.919288 4.23405 | -80.7824 432.018
1.23222 84.3416 | 0.670531 4.1433 | 218.027 -3630.12
1.7261 84.2783 | 0.58114 2.10301 | -672.54 707.827
2.22094 84.227 | 0.759991 -0.543625 | -348.049 1593.78
2.71663 84.1848 | 1.50817 -2.94279 | 2858.06 -851.163
3.21471 84.142 | 2.67419 -2.90244 | 3715.25 -2614.34
3.7151 84.0913 | 4.05656 -0.628925 | -279.084 1544.43
4.21477 84.0347 | 4.23512 0.623343 | -2480.96 923.545
4.71122 83.9674 | 3.87689 2.84571 | -697.237 -440.979
5.20406 83.8822 | 3.87531 4.84664 | -883.004 -1534.18
5.69188 83.774 | 2.5895 2.54728 | -86.6626 -45.7048
6.17445 83.6446 | 1.3387 1.04113 | 797.876 1457.49


-48.4954 77.5274 | 1.16659 -4.68483 | 30919.3 1965.48
-47.9732 77.563 | 0.839458 -1.56942 | -43908.7 -5604.42
-47.481 77.5968 | 0.486752 1.56626 | 1398.26 -5474.96
-46.9938 77.6462 | -0.471881 3.50809 | 5740.35 17921.1
-46.5079 77.7479 | -0.903329 0.615424 | 17716.3 -13511.3
-46.0162 77.8683 | -3.86844 4.73299 | -14021.8 14379.1
-45.5444 78.0359 | -5.78824 -4.02639 | -6071.01 -14154
-45.084 78.2157 | -1.4134 3.17045 | 15696.7 -1602.55
-44.6257 78.4206 | 6.45189 -5.39535 | -3021.45 6775.28
-44.1966 78.6799 | 0.151638 -4.20262 | -21746.3 2056.81
-43.8161 78.9923 | -0.970897 3.16527 | 22213.2 -4825.98
-43.4434 79.3268 | 1.10259 -2.55398 | -6106.56 13046.6
-43.0987 79.6945 | 3.07422 -0.19402 | -4969.48 -16567.3
-42.7682 80.0623 | -0.980887 1.59062 | 8564.74 -1440.67
-42.441 80.4376 | 1.28658 -0.340496 | 7090.32 13980.7
-42.1333 80.8428 | 4.97947 4.47536 | -673.209 -311.339
-41.864 81.2755 | -3.56193 3.05207 | -16491.8 6808.17
-41.6506 81.7376 | 2.67825 -1.28391 | 18674.6 -6263.21
-41.4502 82.2059 | 1.06089 5.1809 | -14068.7 -1016.26
-41.2951 82.6858 | 3.31863 1.16427 | 1024.67 -9473.88
-41.1709 83.1682 | 4.95059 1.01902 | 3457.03 7134.15
-41.0739 83.6595 | 0.46117 0.69379 | -3842.05 -10540.8
-41.0114 84.1474 | -2.80373 -3.88036 | 3240.44 -18468.3
-40.9789 84.627 | 0.791441 0.879934 | -8184.93 23941.8
-40.9865 85.1227 | 5.25544 1.67045 | 12573.9 9072.43
-41.0062 85.6243 | -4.68663 1.53496 | -18090.5 -24231.5
-41.0601 86.111 | -1.0897 0.664903 | 15702.1 19112.9
-41.0928 86.61 | -1.4197 0.814629 | -1734.64 2247.61
-41.1166 87.1141 | 5.72662 0.818945 | -19865.8 8619.37
-41.1374 87.6249 | 2.08301 3.39546 | 20141.1 5779.84
-41.0827 88.1337 | -1.78882 0.123753 | 3895.94 -35426.7
-40.9553 88.6083 | 4.54729 -4.93553 | -14331.3 16945.7
-40.7884 89.0773 | 5.74914 -1.48723 | 19027.1 7878.48
-40.5514 89.5266 | 2.6897 -1.57868 | -5307.2 -4873.5
-40.2741 89.9457 | -3.18248 -1.55303 | -16729.6 -25809.8
-39.9759 90.3265 | -8.7541 2.6844 | 10160.1 22289.1
-39.6533 90.7058 | -4.86486 -2.87026 | -2817.74 21100.5
-39.3077 91.0758 | -7.14845 -0.432077 | 4565.61 -41638.3
-38.9122 91.3673 | -3.20188 -0.0949505 | -20032.2 25403.3
-38.5044 91.6396 | 2.13782 -1.35324 | 35365.9 -14987.8
-38.0444 91.8501 | -0.902298 -3.38504 | -14233.7 14101.6
-37.5807 92.0476 | 0.453649 -4.80512 | -185.238 975.416
-37.1079 92.2252 | 4.63405 0.0261309 | 12868.6 -3233.99
-36.6178 92.3718 | 6.48003 -8.08083 | -9869.31 4579.73
-36.1277 92.4968 | 1.57742 -0.560781 | -6600.45 -14808.1
-35.6385 92.5852 | 0.607624 2.42781 | -14565.1 16208.2
-35.1563 92.6741 | 0.857042 -10.2052 | 18716.8 -3913.88
-34.6565 92.7301 | 3.10326 3.34325 | 16580.3 -6414.94
-34.1405 92.7434 | 2.85563 -5.00893 | 4883.1 -4267.5
-33.6223 92.7311 | 0.231396 0.449937 | -30421.7 20721.1
-33.1258 92.7253 | 2.40617 -3.96321 | -7341.79 -14766.8
-32.6393 92.6773 | 2.14613 3.09657 | 6502.38 1580.26
-32.1531 92.6012 | 3.59984 -2.31003 | 3002.19 -3381.62
-31.6688 92.5051 | -3.25324 -0.614719 | -12539.4 4633.74
-31.1933 92.4104 | -5.43606 2.16649 | -654.085 -2162.72
-30.7186 92.3267 | -0.216654 -5.53382 | -12564.7 10615.5
-30.2468 92.2727 | -3.99043 -2.40856 | 22789 -3070.12
-29.7579 92.224 | -1.71892 -0.117378 | 20165.1 -9659.3
-29.2563 92.1612 | -1.7735 -1.33728 | -28089.7 -8462.42
-28.7695 92.095 | -5.48578 -2.42105 | 12198.4 12763
-28.2731 92.0773 | 0.72535 -2.7377 | 5548.2 5803.59
-27.7728 92.1052 | -3.11985 -2.22844 | -4586.58 -19807.7
-27.2772 92.1511 | 2.64568 -2.94272 | 2097.42 16783.9
-26.7918 92.2643 | -0.633378 3.7468 | -14946 -4043.34
-26.3294 92.4247 | -5.02558 -0.13596 | 7693.28 3076.46
-25.8746 92.6154 | 2.60752 2.85803 | -2535.6 -10008.9
-25.4247 92.812 | 1.04804 -6.84554 | 10339.4 3910.89
-24.9731 93.0261 | 2.75211 -4.70676 | 9537.88 10313.5
-24.5244 93.2675 | -3.173 5.8051 | -6557.29 1970.99
-24.0859 93.522 | -0.464626 -4.40179 | 8619.09 -22902.4
-23.6451 93.7635 | -0.177342 10.4011 | -26248.8 17046.1
-23.2415 94.046 | -3.88517 1.26991 | 4581.69 -9037.49
-22.8427 94.3337 | -1.46573 -9.03262 | 20377.6 -3327.59
-22.4361 94.6256 | -0.278299 1.75272 | -21854.1 17177.8
-22.0626 94.9537 | 1.28206 -5.55565 | 9786.95 -21997.6
-21.6856 95.2722 | 3.22097 4.84829 | 2860.68 21047.8
-21.3181 95.6147 | -2.81398 2.48572 | -11192.3 -2771.55
-20.9576 95.9537 | -5.36211 -1.2592 | -4597.49 -29268.7
-20.5791 96.2523 | 1.85898 0.857333 | 21227.7 31509.9
-20.1805 96.56 | -6.33618 5.87479 | -7737.64 -10965.8
-19.7773 96.8533 | -6.43644 7.92323 | -2363.78 417.664
-19.3704 97.1407 | -1.76512 5.82498 | 5094.26 16187.9
-18.9516 97.4288 | -8.29734 4.93115 | 20884.5 -6580.42
-18.5016 97.6809 | -1.80268 8.01242 | -29076.7 -11285.2
-18.059 97.9 | -5.09336 3.47341 | -19233 -13075.8
-17.623 98.0951 | -3.99407 -3.30406 | 14295.4 30738.8
-17.1727 98.3008 | 3.4207 8.85395 | 28481.7 -3528.69
-16.6829 98.4544 | 4.2899 -1.37605 | -3523.15 -20737.6
-16.18 98.5316 | -2.60262 -0.729467 | -31096.3 19916.2
-15.6907 98.5849 | -0.380657 -0.228171 | 34871 -18119.2
-15.1813 98.5778 | -2.06324 -4.64431 | -24855.4 4094.2
-14.6895 98.5502 | -3.89717 -1.23099 | -28763.3 14904.1
-14.2156 98.5308 | 0.257953 -0.0275572 | 39151 -1491.74
-13.7178 98.4886 | -2.37051 0.0843704 | 13329.3 -22055.9
-13.2141 98.3937 | 0.495412 -8.07493 | -21080.5 15990.3
-12.7238 98.2976 | 1.58674 -4.12595 | 9311.12 -1750.55
-12.229 98.1982 | -0.801394 -2.99246 | 8246.42 9357.6
-11.7297 98.0956 | 0.114203 -3.01051 | -3288.72 -23607.6
-11.2412 97.9496 | -5.15352 -5.95894 | -16193.9 21194.1
-10.7651 97.8118 | -1.40396 -7.67245 | 6209.04 -6676


-58.02 66.4968 | -2.53275 2.43445 | 423.617 -9355.9
-57.9701 66.984 | -3.09268 0.642551 | -3774.72 -8804.09
-57.9239 67.4677 | -3.46921 1.70895 | 3052.22 21252.9
-57.8689 67.9638 | -0.766259 -1.64567 | 8416.23 -5809.16
-57.7997 68.456 | -1.94692 -2.35305 | -16654.1 -8834.06
-57.7462 68.9429 | -2.38973 1.39455 | 423.937 3849.93
-57.6749 69.4308 | -2.90805 1.2812 | 14753.7 14484.8
-57.5534 69.92 | -0.335837 2.11424 | -12254.1 -6168
-57.4014 70.3956 | 2.38017 0.534796 | 8210.41 -8148.11
-57.196 70.8483 | 1.73754 0.610763 | 1771.69 18831.7
-56.9511 71.2931 | -1.13657 2.64365 | 7389.83 -17201.8
-56.6691 71.7074 | -2.53985 0.109256 | -22627.2 3656.24
-56.3945 72.1181 | -3.27104 -1.0462 | -1202.27 2734.38
-56.0958 72.5149 | -7.93241 3.23267 | 29257.5 11041.9
-55.7341 72.8808 | -3.77673 0.0716057 | -9299.32 -7466.05
-55.3415 73.2057 | -2.34993 -2.10314 | -1925.48 1550.51
-54.9238 73.4964 | 1.5575 -4.69323 | 15202.8 -7994.83
-54.4793 73.7499 | -1.35569 -4.685 | -28727 2483.74
-54.0538 74.0013 | -3.49827 -2.83629 | -12030.3 -11678
-53.6372 74.2434 | 1.63798 -9.76031 | 6750.69 12375.9
-53.2147 74.4895 | 1.70313 -6.49324 | 9229.48 -3576.02
-52.7745 74.7163 | 0.456416 0.468111 | 772.092 5453.82
-52.3213 74.9287 | 0.504649 -0.498498 | 20369.8 5906.29
-51.8446 75.1196 | 0.173446 -1.03351 | -17188.1 -6396.9
-51.3675 75.2781 | -3.38883 -0.0020682 | -1165.94 -9700.45
-50.8833 75.4034 | -3.0749 -3.64748 | 13473.7 15552.4
-50.3897 75.53 | -1.90589 -3.62805 | -12332.1 -11493.5
-49.901 75.6401 | -3.04095 -4.33178 | -4874.11 7410.95
-49.4161 75.7527 | -1.13061 -1.85499 | 6368.69 -5657.3
-48.9259 75.8545 | 1.61612 -5.1534 | -1398.17 2225.84
-48.4354 75.9575 | 0.634352 0.714961 | 4108.63 3172.95
-47.9423 76.0647 | 2.70002 1.25456 | 3409.37 -5610.41
-47.4465 76.1696 | 3.44921 -5.0222 | -1336.99 9134.38
-46.9533 76.2892 | 4.27042 -4.34084 | 2076.63 -5273.7
-46.4598 76.4047 | 3.13328 0.308395 | -12010.1 -2454.76
-45.9724 76.5173 | 1.18307 -6.79588 | 18758.8 -8182.74
-45.4751 76.6319 | 4.09248 -4.24519 | -4802.13 19243.1
-44.9904 76.7947 | -0.239024 0.556231 | -10594.8 -9212.14
-44.5209 76.9773 | 0.0373507 -3.72172 | 15599.9 -9149.37
-44.0529 77.1801 | 4.69986 -2.47727 | -5567.31 16118.6
-43.616 77.4488 | -1.83894 1.77935 | -54.9695 14319.1
-43.2127 77.773 | 0.642914 -1.91683 | -2864.18 -24188.2
-42.8298 78.1026 | 2.58025 -2.47749 | -13534 -2518.76
-42.4791 78.4539 | -2.93747 -1.83179 | 14705.9 1412.25
-42.1446 78.8297 | -0.500935 -1.98208 | -5835.39 16381.2
-41.852 79.2459 | -2.54302 -0.279829 | 26.2134 -17205.3
-41.5901 79.6713 | -3.12471 -2.16809 | -12649.3 4478.29
-41.3672 80.1143 | 0.199095 3.60361 | 3018.33 -7230.98
-41.1468 80.5534 | 0.895098 -0.0978564 | 13851.7 -14034.7
-40.9114 80.9809 | -3.08953 -4.41309 | -19807.8 23162.5
-40.7052 81.433 | -1.41469 1.57282 | 14706.4 7986.61
-40.4742 81.8825 | -1.71342 0.175125 | 3742.2 -20083.5
-40.2058 82.3009 | -0.149415 -2.69488 | -8200.62 11069.3
-39.9186 82.7095 | 0.855626 -4.18055 | 17277.1 -5860.83
-39.5941 83.0924 | 3.03054 -3.45766 | -30384.1 658.747
-39.2768 83.466 | -0.0746849 -0.633423 | 14297.4 -765.85
-38.9208 83.8073 | 1.3551 -1.82852 | 1547.41 -16057.8
-38.5337 84.1062 | -3.00243 -0.0211875 | -8064.13 24137.4
-38.1429 84.4104 | -1.30219 -3.25953 | 9440.92 3559.66
-37.7235 84.6862 | 1.61017 1.68766 | 3928.75 -13134.1
-37.2711 84.9003 | 1.93867 3.98628 | -7825.04 870.127
-36.8035 85.0692 | -2.77479 3.56047 | 11761.6 -1214.68
-36.3182 85.2024 | -1.05109 8.84437 | -12837.9 15793.9
-35.8342 85.3233 | 3.13813 -1.58433 | 5789.34 -11040.9
-35.3385 85.388 | 4.90953 4.14699 | -828.649 -7970.67
-34.8393 85.3981 | 5.52598 7.13439 | -4593.11 7105.87
-34.3421 85.3885 | 3.99926 0.765743 | 11989 7461.32
-33.8386 85.366 | 3.52283 2.77813 | -5852.83 1903.14
-33.3429 85.3075 | 3.91574 3.71437 | -17921.9 -20622.9
-32.8683 85.1856 | 1.67448 4.08044 | 10239.5 14613
-32.3884 85.0642 | 0.886208 -2.54891 | 20584.5 7015.37
-31.8955 84.9423 | 1.2693 -3.55197 | -9875.19 -19437.5
-31.4167 84.7802 | 3.27445 -2.52523 | -9822.49 15647.3
-30.9485 84.6171 | 1.8383 0.637556 | -1547.74 -7222.2
-30.4842 84.4423 | -2.22966 -2.07811 | 15675.1 3372.4
-30.0088 84.2734 | 3.95089 1.87726 | -10958.8 -2995.36
-29.539 84.1035 | 3.66974 -7.04505 | -617.774 2180.3
-29.0659 83.9442 | 0.907347 1.23337 | 13222.4 -3478.62
-28.5797 83.7989 | -0.873464 -0.230511 | -9491.69 2186.68
-28.0929 83.6755 | 2.73505 -2.37292 | 738.285 9544.6
-27.6006 83.5793 | 3.31799 5.93434 | 11118.6 -8813.46
-27.1021 83.4783 | -1.1395 3.51472 | -16606.3 -7722.39
-26.6122 83.3692 | -2.06771 0.925514 | 15969.4 596.682
-26.1073 83.2849 | 0.981037 1.09852 | 13168.3 14411.8
-25.5909 83.2506 | 2.24944 -0.103712 | -34555.1 -10012.7
-25.0963 83.2342 | 2.88805 -4.28382 | -7133.17 -7643.46
-24.608 83.2476 | 2.14566 -2.47505 | 23982.7 12664.6
-24.1114 83.3329 | 1.61614 5.60931 | 474.668 -950.352
-23.629 83.4847 | 1.67202 2.6361 | -7062.43 -3897.55
